Subject	Predicate	Object
STM0019	is not regulated by antibiotic	Chlorhexidine
STM0018	is not regulated by antibiotic	Chlorhexidine
STM0017	is not regulated by antibiotic	Chlorhexidine
STM0016	is not regulated by antibiotic	Chlorhexidine
STM0015	is not regulated by antibiotic	Chlorhexidine
STM0014	is not regulated by antibiotic	Chlorhexidine
STM3118	is not regulated by antibiotic	Chlorhexidine
STM3120	is not regulated by antibiotic	Chlorhexidine
PSLT107	is not regulated by antibiotic	Chlorhexidine
PSLT093	is not regulated by antibiotic	Chlorhexidine
PSLT087	is not regulated by antibiotic	Chlorhexidine
PSLT068	is not regulated by antibiotic	Chlorhexidine
PSLT064	is not regulated by antibiotic	Chlorhexidine
PSLT063	is not regulated by antibiotic	Chlorhexidine
PSLT062	is not regulated by antibiotic	Chlorhexidine
PSLT061	is not regulated by antibiotic	Chlorhexidine
PSLT060	is not regulated by antibiotic	Chlorhexidine
PSLT059	is not regulated by antibiotic	Chlorhexidine
PSLT057	is not regulated by antibiotic	Chlorhexidine
PSLT056	is not regulated by antibiotic	Chlorhexidine
PSLT047	is not regulated by antibiotic	Chlorhexidine
PSLT043	is not regulated by antibiotic	Chlorhexidine
PSLT036	is not regulated by antibiotic	Chlorhexidine
PSLT034	is not regulated by antibiotic	Chlorhexidine
PSLT033	is not regulated by antibiotic	Chlorhexidine
PSLT026	is not regulated by antibiotic	Chlorhexidine
PSLT024	is not regulated by antibiotic	Chlorhexidine
PSLT020	is not regulated by antibiotic	Chlorhexidine
PSLT007	is not regulated by antibiotic	Chlorhexidine
PSLT002	is not regulated by antibiotic	Chlorhexidine
PSLT001	is not regulated by antibiotic	Chlorhexidine
STM0293	is not regulated by antibiotic	Chlorhexidine
STM0288	is not regulated by antibiotic	Chlorhexidine
STM0287	is not regulated by antibiotic	Chlorhexidine
STM0286	is not regulated by antibiotic	Chlorhexidine
STM0283	is not regulated by antibiotic	Chlorhexidine
STM0282	is not regulated by antibiotic	Chlorhexidine
STM0281	is not regulated by antibiotic	Chlorhexidine
STM0279	is not regulated by antibiotic	Chlorhexidine
STM0277	is not regulated by antibiotic	Chlorhexidine
STM0273	is not regulated by antibiotic	Chlorhexidine
STM0272	is not regulated by antibiotic	Chlorhexidine
STM0271	is not regulated by antibiotic	Chlorhexidine
STM0269	is not regulated by antibiotic	Chlorhexidine
STM0266	is not regulated by antibiotic	Chlorhexidine
STM2787	is not regulated by antibiotic	Chlorhexidine
STM2786	is not regulated by antibiotic	Chlorhexidine
STM3845	is not regulated by antibiotic	Chlorhexidine
STM1600	is not regulated by antibiotic	Chlorhexidine
STM0509	is not regulated by antibiotic	Chlorhexidine
oqxA	confers resistance to antibiotic 	Ciprofloxacin
acrA	confers resistance to antibiotic 	Ciprofloxacin
acrA	confers resistance to antibiotic 	Ciprofloxacin
acrA	confers resistance to antibiotic 	Ciprofloxacin
acrB	confers resistance to antibiotic 	Ciprofloxacin
acrB	confers resistance to antibiotic 	Ciprofloxacin
acrB	confers resistance to antibiotic 	Ciprofloxacin
acrZ	confers resistance to antibiotic 	Ciprofloxacin
barA	confers resistance to antibiotic 	Ciprofloxacin
CpxA	confers resistance to antibiotic 	Ciprofloxacin
cysB	confers resistance to antibiotic 	Ciprofloxacin
dedD	confers resistance to antibiotic 	Ciprofloxacin
endA	confers resistance to antibiotic 	Ciprofloxacin
fadR	confers resistance to antibiotic 	Ciprofloxacin
fliJ	confers resistance to antibiotic 	Ciprofloxacin
ftsH	confers resistance to antibiotic 	Ciprofloxacin
ftsN	confers resistance to antibiotic 	Ciprofloxacin
glnA 	confers resistance to antibiotic 	Ciprofloxacin
gyrA	confers resistance to antibiotic 	Ciprofloxacin
GyrA 	confers resistance to antibiotic 	Ciprofloxacin
GyrA 	confers resistance to antibiotic 	Ciprofloxacin
GyrB	confers resistance to antibiotic 	Ciprofloxacin
hdfR	confers resistance to antibiotic 	Ciprofloxacin
hfQ	confers resistance to antibiotic 	Ciprofloxacin
hupA	confers resistance to antibiotic 	Ciprofloxacin
hupB	confers resistance to antibiotic 	Ciprofloxacin
marA	confers resistance to antibiotic 	Ciprofloxacin
marA	confers resistance to antibiotic 	Ciprofloxacin
marA	confers resistance to antibiotic 	Ciprofloxacin
marB	confers resistance to antibiotic 	Ciprofloxacin
marB	confers resistance to antibiotic 	Ciprofloxacin
marR	confers resistance to antibiotic 	Ciprofloxacin
micF	confers resistance to antibiotic 	Ciprofloxacin
mrcA	confers resistance to antibiotic 	Ciprofloxacin
nlpI	confers resistance to antibiotic 	Ciprofloxacin
ParC	confers resistance to antibiotic 	Ciprofloxacin
ParC	confers resistance to antibiotic 	Ciprofloxacin
phoP	confers resistance to antibiotic 	Ciprofloxacin
phoQ	confers resistance to antibiotic 	Ciprofloxacin
plsC	confers resistance to antibiotic 	Ciprofloxacin
pnp	confers resistance to antibiotic 	Ciprofloxacin
QnrB19	confers resistance to antibiotic 	Ciprofloxacin
recG	confers resistance to antibiotic 	Ciprofloxacin
recN	confers resistance to antibiotic 	Ciprofloxacin
rob	confers resistance to antibiotic 	Ciprofloxacin
sbcB	confers resistance to antibiotic 	Ciprofloxacin
sirA	confers resistance to antibiotic 	Ciprofloxacin
t0533	confers resistance to antibiotic 	Ciprofloxacin
t0625	confers resistance to antibiotic 	Ciprofloxacin
t1056	confers resistance to antibiotic 	Ciprofloxacin
t2964	confers resistance to antibiotic 	Ciprofloxacin
t2965	confers resistance to antibiotic 	Ciprofloxacin
t3146	confers resistance to antibiotic 	Ciprofloxacin
t3147	confers resistance to antibiotic 	Ciprofloxacin
t3276	confers resistance to antibiotic 	Ciprofloxacin
tolC	confers resistance to antibiotic 	Ciprofloxacin
tolC	confers resistance to antibiotic 	Ciprofloxacin
trpS	confers resistance to antibiotic 	Ciprofloxacin
tyrR	confers resistance to antibiotic 	Ciprofloxacin
uvrD	confers resistance to antibiotic 	Ciprofloxacin
xseA	confers resistance to antibiotic 	Ciprofloxacin
ybhT	confers resistance to antibiotic 	Ciprofloxacin
ygdD	confers resistance to antibiotic 	Ciprofloxacin
CpxR	confers resistance to antibiotic 	Ciprofloxacin
GyrA 	confers resistance to antibiotic 	Ciprofloxacin
GyrA 	confers resistance to antibiotic 	Ciprofloxacin
GyrB	confers resistance to antibiotic 	Ciprofloxacin
oqxA	confers resistance to antibiotic 	Ciprofloxacin
oqxB 	confers resistance to antibiotic 	Ciprofloxacin
ParC	confers resistance to antibiotic 	Ciprofloxacin
ParC	confers resistance to antibiotic 	Ciprofloxacin
ParE	confers resistance to antibiotic 	Ciprofloxacin
pfkA 	confers no resistance to antibiotic	Ciprofloxacin
tviC 	confers no resistance to antibiotic	Ciprofloxacin
rfbE 	confers no resistance to antibiotic	Ciprofloxacin
waaI 	confers no resistance to antibiotic	Ciprofloxacin
rfbU 	confers no resistance to antibiotic	Ciprofloxacin
rfbM 	confers no resistance to antibiotic	Ciprofloxacin
rfbK 	confers no resistance to antibiotic	Ciprofloxacin
waaJ 	confers no resistance to antibiotic	Ciprofloxacin
galE 	confers no resistance to antibiotic	Ciprofloxacin
rffM 	confers no resistance to antibiotic	Ciprofloxacin
rffD 	confers no resistance to antibiotic	Ciprofloxacin
rfbI 	confers no resistance to antibiotic	Ciprofloxacin
mtlD 	confers no resistance to antibiotic	Ciprofloxacin
nagA 	confers no resistance to antibiotic	Ciprofloxacin
waaK 	confers no resistance to antibiotic	Ciprofloxacin
waaL 	confers no resistance to antibiotic	Ciprofloxacin
wecB 	confers no resistance to antibiotic	Ciprofloxacin
pgi 	confers no resistance to antibiotic	Ciprofloxacin
rfbS 	confers no resistance to antibiotic	Ciprofloxacin
slyA 	confers no resistance to antibiotic	Ciprofloxacin
emrR 	confers no resistance to antibiotic	Ciprofloxacin
envZ 	confers no resistance to antibiotic	Ciprofloxacin
cpxR 	confers no resistance to antibiotic	Ciprofloxacin
t1707 	confers no resistance to antibiotic	Ciprofloxacin
phoU 	confers no resistance to antibiotic	Ciprofloxacin
nadR 	confers no resistance to antibiotic	Ciprofloxacin
yijC 	confers no resistance to antibiotic	Ciprofloxacin
cytR 	confers no resistance to antibiotic	Ciprofloxacin
rseC 	confers no resistance to antibiotic	Ciprofloxacin
crp 	confers no resistance to antibiotic	Ciprofloxacin
gntR 	confers no resistance to antibiotic	Ciprofloxacin
gatR 	confers no resistance to antibiotic	Ciprofloxacin
spf 	confers no resistance to antibiotic	Ciprofloxacin
mtlR 	confers no resistance to antibiotic	Ciprofloxacin
ompF 	confers no resistance to antibiotic	Ciprofloxacin
t0641 	confers no resistance to antibiotic	Ciprofloxacin
emrD 	confers no resistance to antibiotic	Ciprofloxacin
dgkA 	confers no resistance to antibiotic	Ciprofloxacin
ppk 	confers no resistance to antibiotic	Ciprofloxacin
lepB 	confers no resistance to antibiotic	Ciprofloxacin
trkH 	confers no resistance to antibiotic	Ciprofloxacin
t3816 	confers no resistance to antibiotic	Ciprofloxacin
nucE 	confers no resistance to antibiotic	Ciprofloxacin
yabI 	confers no resistance to antibiotic	Ciprofloxacin
yhdA 	confers no resistance to antibiotic	Ciprofloxacin
t2427 	confers no resistance to antibiotic	Ciprofloxacin
gor 	confers no resistance to antibiotic	Ciprofloxacin
trxB 	confers no resistance to antibiotic	Ciprofloxacin
t1325 	confers no resistance to antibiotic	Ciprofloxacin
gshB 	confers no resistance to antibiotic	Ciprofloxacin
t1326 	confers no resistance to antibiotic	Ciprofloxacin
parC 	confers no resistance to antibiotic	Ciprofloxacin
hns 	confers no resistance to antibiotic	Ciprofloxacin
hepA 	confers no resistance to antibiotic	Ciprofloxacin
rpoC 	confers no resistance to antibiotic	Ciprofloxacin
rne 	confers no resistance to antibiotic	Ciprofloxacin
aspC 	confers no resistance to antibiotic	Ciprofloxacin
dacA 	confers no resistance to antibiotic	Ciprofloxacin
metL 	confers no resistance to antibiotic	Ciprofloxacin
t3103 	confers no resistance to antibiotic	Ciprofloxacin
guaA 	confers no resistance to antibiotic	Ciprofloxacin
yabC 	confers no resistance to antibiotic	Ciprofloxacin
yojL 	confers no resistance to antibiotic	Ciprofloxacin
efp 	confers no resistance to antibiotic	Ciprofloxacin
t2640 	confers no resistance to antibiotic	Ciprofloxacin
gidA 	confers no resistance to antibiotic	Ciprofloxacin
thdF 	confers no resistance to antibiotic	Ciprofloxacin
aphA 	confers no resistance to antibiotic	Ciprofloxacin
thiS 	confers no resistance to antibiotic	Ciprofloxacin
ybeA 	confers no resistance to antibiotic	Ciprofloxacin
ubiB 	confers no resistance to antibiotic	Ciprofloxacin
ybeB 	confers no resistance to antibiotic	Ciprofloxacin
yhjJ 	confers no resistance to antibiotic	Ciprofloxacin
pfkA 	confers no resistance to antibiotic	Ciprofloxacin
tviC 	confers no resistance to antibiotic	Ciprofloxacin
rfbE 	confers no resistance to antibiotic	Ciprofloxacin
waaI 	confers no resistance to antibiotic	Ciprofloxacin
rfbU 	confers no resistance to antibiotic	Ciprofloxacin
rfbM 	confers no resistance to antibiotic	Ciprofloxacin
rfbK 	confers no resistance to antibiotic	Ciprofloxacin
waaJ 	confers no resistance to antibiotic	Ciprofloxacin
galE 	confers no resistance to antibiotic	Ciprofloxacin
rffM 	confers no resistance to antibiotic	Ciprofloxacin
rffD 	confers no resistance to antibiotic	Ciprofloxacin
rfbI 	confers no resistance to antibiotic	Ciprofloxacin
mtlD 	confers no resistance to antibiotic	Ciprofloxacin
nagA 	confers no resistance to antibiotic	Ciprofloxacin
waaK 	confers no resistance to antibiotic	Ciprofloxacin
waaL 	confers no resistance to antibiotic	Ciprofloxacin
wecB 	confers no resistance to antibiotic	Ciprofloxacin
pgi 	confers no resistance to antibiotic	Ciprofloxacin
rfbS 	confers no resistance to antibiotic	Ciprofloxacin
slyA 	confers no resistance to antibiotic	Ciprofloxacin
emrR 	confers no resistance to antibiotic	Ciprofloxacin
envZ 	confers no resistance to antibiotic	Ciprofloxacin
cpxR 	confers no resistance to antibiotic	Ciprofloxacin
t1707 	confers no resistance to antibiotic	Ciprofloxacin
phoU 	confers no resistance to antibiotic	Ciprofloxacin
nadR 	confers no resistance to antibiotic	Ciprofloxacin
yijC 	confers no resistance to antibiotic	Ciprofloxacin
cytR 	confers no resistance to antibiotic	Ciprofloxacin
rseC 	confers no resistance to antibiotic	Ciprofloxacin
crp 	confers no resistance to antibiotic	Ciprofloxacin
gntR 	confers no resistance to antibiotic	Ciprofloxacin
gatR 	confers no resistance to antibiotic	Ciprofloxacin
spf 	confers no resistance to antibiotic	Ciprofloxacin
mtlR 	confers no resistance to antibiotic	Ciprofloxacin
ompF 	confers no resistance to antibiotic	Ciprofloxacin
t0641 	confers no resistance to antibiotic	Ciprofloxacin
emrD 	confers no resistance to antibiotic	Ciprofloxacin
dgkA 	confers no resistance to antibiotic	Ciprofloxacin
ppk 	confers no resistance to antibiotic	Ciprofloxacin
lepB 	confers no resistance to antibiotic	Ciprofloxacin
trkH 	confers no resistance to antibiotic	Ciprofloxacin
t3816 	confers no resistance to antibiotic	Ciprofloxacin
nucE 	confers no resistance to antibiotic	Ciprofloxacin
yabI 	confers no resistance to antibiotic	Ciprofloxacin
yhdA 	confers no resistance to antibiotic	Ciprofloxacin
t2427 	confers no resistance to antibiotic	Ciprofloxacin
gor 	confers no resistance to antibiotic	Ciprofloxacin
trxB 	confers no resistance to antibiotic	Ciprofloxacin
t1325 	confers no resistance to antibiotic	Ciprofloxacin
gshB 	confers no resistance to antibiotic	Ciprofloxacin
t1326 	confers no resistance to antibiotic	Ciprofloxacin
parC 	confers no resistance to antibiotic	Ciprofloxacin
hns 	confers no resistance to antibiotic	Ciprofloxacin
hepA 	confers no resistance to antibiotic	Ciprofloxacin
rpoC 	confers no resistance to antibiotic	Ciprofloxacin
rne 	confers no resistance to antibiotic	Ciprofloxacin
aspC 	confers no resistance to antibiotic	Ciprofloxacin
dacA 	confers no resistance to antibiotic	Ciprofloxacin
metL 	confers no resistance to antibiotic	Ciprofloxacin
t3103 	confers no resistance to antibiotic	Ciprofloxacin
guaA 	confers no resistance to antibiotic	Ciprofloxacin
yabC 	confers no resistance to antibiotic	Ciprofloxacin
yojL 	confers no resistance to antibiotic	Ciprofloxacin
efp 	confers no resistance to antibiotic	Ciprofloxacin
t2640 	confers no resistance to antibiotic	Ciprofloxacin
gidA 	confers no resistance to antibiotic	Ciprofloxacin
thdF 	confers no resistance to antibiotic	Ciprofloxacin
aphA 	confers no resistance to antibiotic	Ciprofloxacin
thiS 	confers no resistance to antibiotic	Ciprofloxacin
ybeA 	confers no resistance to antibiotic	Ciprofloxacin
ubiB 	confers no resistance to antibiotic	Ciprofloxacin
ybeB 	confers no resistance to antibiotic	Ciprofloxacin
yhjJ 	confers no resistance to antibiotic	Ciprofloxacin
intl1	confers resistance to antibiotic 	Class I Integron
emrA	confers resistance to antibiotic 	Colistin
emrB	confers resistance to antibiotic 	Colistin
MCR-1.6	confers resistance to antibiotic 	Colistin
MCR-3.2	confers resistance to antibiotic 	Colistin
MCR-4.1	confers resistance to antibiotic 	Colistin
MCR-5.1	confers resistance to antibiotic 	Colistin
MCR-9.1	confers resistance to antibiotic 	Colistin
mcr-1	confers resistance to antibiotic 	Colistin
mcr-1.1	confers resistance to antibiotic 	Colistin
mcr-4	confers resistance to antibiotic 	Colistin
mcr-9	confers resistance to antibiotic 	Colistin
mcr-9 	confers resistance to antibiotic 	Colistin
MdtK	confers resistance to antibiotic 	Doxorubicin
mefB	confers resistance to antibiotic 	Erythromycin
mphB	confers resistance to antibiotic 	Erythromycin
ere(A)	confers resistance to antibiotic 	Erythromycin
ere(A2) 	confers resistance to antibiotic 	Erythromycin
erm(B) 	confers resistance to antibiotic 	Erythromycin
errn(c)	confers resistance to antibiotic 	Erythromycin
mph(A)	confers resistance to antibiotic 	Erythromycin
mph(A)	confers resistance to antibiotic 	Erythromycin
mphA	confers resistance to antibiotic 	Erythromycin
rm(F) 	confers resistance to antibiotic 	Erythromycin
arr-3	confers resistance to antibiotic 	Florfenicol
flo	confers resistance to antibiotic 	Florfenicol
floR	confers resistance to antibiotic 	Florfenicol
floR	confers resistance to antibiotic 	Florfenicol
floR	confers resistance to antibiotic 	Florfenicol
fosA	confers resistance to antibiotic 	Fosfomycin
fosA3	confers resistance to antibiotic 	Fosfomycin
fosA3	confers resistance to antibiotic 	Fosfomycin
fosA7	confers resistance to antibiotic 	Fosfomycin
fosA7	confers resistance to antibiotic 	Fosfomycin
