Source	Target
A0A600BNU5	
A0A701K6I0	
A0A611V605	
A0A3Z5SWZ6	
A0A5Y4VE17	
A0A736Q0G1	
A0A3Z9BRI7	
A0A620WJD0	
A0A751Z362	
A0A701P5Q6	
A0A713J0N6	
A0A3Y4SNP1	
A0A602KKX7	
A0A708TFW6	
A0A620WG50	
A0A3Y8I9Q8	
A0A0H3VUP3	
A0A708E4E2	
A0A3T9YYQ1	
A0A707HVV7	
A0A6Y5XIM9	
A0A702A9E3	
A0A705ZYX0	
A0A3T4A9W6	
A0A736Q2Z3	
A0A5X1ZNL5	
A0A3V2KKH9	
A0A5Z8AIT5	
A0A3Z1VE13	
A0A5X4VLQ3	
A0A707J723	
A0A733YR73	
A0A635FS48	
A0A704RUX3	
A0A701NYR8	
A0A5Z6TT08	
A0A707XBG5	
A0A701X7G6	
A0A5X9MRW8	
A0A701JVD8	
A0A708TIW6	
A0A625UTT0	
A0A713FWD5	
A0A713ZJ85	
A0A731U643	
A0A0P0BU82	
A0A5W8QU01	
A0A5V8SEH5	
A0A5U8V9J5	
A0A3Z9BY93	
A0A708IN13	
A0A707RS14	
A0A631MD48	
A0A3U0CS33	
A0A3Y8I5S5	
A0A5V6US20	
A0A5U0SJZ1	
A0A713JN76	
A0A708TEN9	
A0A701P2M2	
A0A707RC69	
A0A611DJ61	
A0A708E0U8	
A0A3Z7WC53	
A0A701K427	
A0A767U3R0	
A0A3Z7WJK5	
A0A5X8F5M1	
A0A706X5R7	
A0A3V6GRI7	
A0A5Y7C7V4	
A0A5Y4VHU6	
A0A701K2J0	
A0A620VYV0	
A0A701K1J2	
A0A736UQ74	
A0A742AYT4	
A0A701P023	
A0A634WRZ1	
A0A701T6G5	
A0A3W0MKS3	
A0A707I1I6	
A0A3Z7UXY5	
A0A5X6ZEI7	
A0A077W683	
A0A3U8I0E2	
A0A708C1G5	
A0A3Z1V9F0	
A0A708D8W4	
A0A3V5ZWX7	
A0A714ETS8	
A0A725EN45	
A0A5W7PEX4	
A0A611VE37	
A0A736Q6Y0	
A0A3Y3SRJ3	
A0A625VUQ7	
A0A701LJS4	
A0A5Y4VHK1	
A0A5X9MRC1	
A0A701JXK6	
A0A701K338	
A0A714IB30	
A0A5Y4VG81	
A0A741B546	
A0A3U0CP60	
A0A611V1I0	
A0A5W8KAK5	
A0A607APF8	
A0A5W6L746	
A0A5Y4V8X4	
A0A736QAN0	
A0A648F3C3	
A0A5V6EXA9	
A0A752VD04	
A0A5Y4V5G3	
A0A736Q1U6	
A0A5X7KNX1	
A0A3Y0XSL0	
A0A5Y7BTD7	
A0A3V6N3P5	
A0A607CB84	
A0A5Y4VHA5	
A0A611AGX7	
A0A701K9L9	
A0A614Q3V3	
A0A611V228	
A0A708AJX9	
A0A701P021	
A0A077W2R4	
A0A618W5B9	
A0A708PHL1	
A0A3Z9C1B3	
A0A5W6KJA0	
A0A708E0V9	
A0A5X0DBC3	
A0A5X1H1X4	
A0A701P1G9	
A0A3V5ZZ98	
A0A5Z2Z7D7	
A0A3V6GRG9	
A0A600BSJ4	
A0A701KEC2	
A0A714ER15	
A0A3Y9EUN9	
A0A5Y4V8Y4	
V9SI36	
A0A708P948	
Q5QJP1	
A0A708PHD7	
A0A5W5X5K8	
A0A5Y4VBL3	
A0A607CCC7	
A0A707QRA4	
A0A710VYM5	
A0A3Y1BIE8	
A0A5Y4VAH7	
A0A701JX26	
A0A3U0CS89	
A0A707NFK9	
A0A5W3APN8	
A0A736PXK1	
A0A702EVJ3	
A0A620WBJ2	
A0A701P2F8	
A0A648F3B5	
A0A3Z1V7W9	
A0A5X9MJP1	
A0A730N5N3	
A0A707LIA6	
A0A708A960	
A0A701K3A2	
A0A708PN76	
A0A736Q0N4	
A0A708KSX7	
A0A701K5U9	
A0A3Z7WLY1	
A0A712VJZ8	
A0A701IW71	
A0A3Y5UQH8	
A0A5Y0YKC9	
A0A4V6HB57	
A0A708ZLK3	
A0A701T1P8	
A0A5Z5YTF7	
A0A5W8QUC4	
A0A5Y4V7E8	
A0A5Z8AC27	
A0A714EPP2	
A0A6Y6KKT4	
A0A731A5A8	
A0A3V3ULX7	
A0A706RIC7	
A0A2P1CPG5	
A0A606G490	
A0A706K384	
A0A611G813	
A0A710RN88	
A0A706UPA0	
A0A3Z1V9S0	
A0A736PYD3	
A0A730RF98	
A0A727RWJ0	
A0A727Y3H0	
A0A701K459	
A0A706V6Y5	
A0A707M8Q8	
A0A701P393	
A0A707J7V7	
A0A5V7HXF2	
A0A728I8D1	
A0A701JZJ6	
A0A5X0JG69	
A0A5Y4V829	
A0A385JL65	
A0A767S245	
A0A3U8KUN4	
A0A706XLL7	
A0A5Z6TTG9	
A0A701K1K3	
A0A709F7Y2	
A0A3Z7JB51	
A0A5Z8ALG0	
A0A708BYA1	
A0A620W9F1	
A0A3V5ZYX7	
A0A736V038	
A0A708A5F8	
A0A3Z5UL52	
A0A3W0MIN9	
A0A5Y4VK83	
A0A735ZX35	
A0A3Z1V1P5	
A0A3Z0F6R9	
A0A701HNH7	
A0A0G3B169	
A0A1P8DN16	
A0A603M6X2	
A0A714HPF2	
A0A701T247	
A0A714I2L8	
A0A3Y1BRH4	
A0A701K2Q4	
A0A707XLW4	
A0A0H3VYR5	
A0A701T6Q7	
A0A709F4H4	
A0A731W315	
A0A708PFS0	
A0A701P339	
A0A5X9MSL6	
A0A731VZL2	
G9CAF7	
A0A6Y4UN72	
A0A708AA62	
A0A5Z9WZG3	
A0A3Z5UF09	
A0A708BUS7	
A0A6Y4I8A5	
A0A709JV04	
A6XM44	
A0A708AG95	
A0A708BUP0	
A0A635CT65	
A0A714EPD9	
G2HK94	
A0A708J4C1	
A0A5Y4V681	
A0A701ECI2	
A0A3Z1V1W1	
A0A5Y4V6N3	
A0A5Y7C1L5	
A0A5W2MGX2	
A0A736Q3D8	
A0A701DRY0	
A0A3Z7WJ48	
A0A3Z1V764	
A0A736Q1F2	
A0A6Y3QQX3	
A0A701P8X0	
A0A708PPK6	
A0A708D4K0	
A0A3Z1V643	
A0A708P4S9	
A0A701P1V7	
A0A564XS06	
A0A3V9J4K9	
A0A5Z7WWM5	
A0A3Y9YEX9	
A0A4U8K7E3	
A0A701KD72	
A0A0P0HYK7	
A0A736Q4X1	
A0A620W320	
A0A736Q1A9	
A0A707XCQ9	
A0A5Y4VC26	
A0A5W2E076	
A0A708CBZ7	
A0A709GBK7	
A0A708ANR4	
A0A3Y9IW12	
A0A5Z6TU74	
A0A1P8DMM4	
A0A5H3WBJ0	
A0A626FC70	
A0A706IIW1	
A0A3Z7WMQ1	
A0A5C2CW27	
A0A611V274	
A0A605QGS0	
A0A605QP86	
A0A701K9Z3	
K4I2Q4	
A0A5Y4V8R8	
A0A604N4H0	
A0A5Y4V7U0	
A0A618CXF9	
A0A607C9T6	
A0A707H3X0	
A0A729R9J3	
A0A709FKS6	
A0A611VS81	
A0A701K8X3	
A0A701X6J0	
A0A701N6H2	
A0A3U8KUL7	
A0A707TTA4	
A0A708P9A8	
A0A708TPW5	
A0A5Y4VGV2	
A0A5Y4VE15	
A0A701P8K6	
A0A708J7X1	
A0A728FVY9	
A0A702A7B5	
A0A709H548	
A0A701JXE8	
A0A5Y4VD55	
A0A3Z7WLA3	
A0A3V5ZXI7	
A0A5Y4VEE8	
A0A3Z7WD75	
A0A0A7CVZ8	
A0A701T2U3	
A0A615F8N4	
A0A1P8DNA0	
A0A385JKF1	
A0A710DAV6	
A0A5W6NH16	
A0A5X5S5Q0	
A0A708PB44	
A0A614Q548	
A0A3U0CG06	
A0A5X9HC10	
A0A701LFW4	
A0A701KFV6	
A0A6Y2T7E8	
A0A631LZM8	
A0A736Q4T7	
A0A5V8ZF06	
A0A717WDB7	
A0A5X4HNU8	
A0A5Y4VH22	
A0A706SZ45	
A0A605QPF8	
A0A620WA46	
A0A708TIJ6	
A0A708TAJ6	
A0A636B800	
A0A706RI89	
A0A708DYY5	
A0A5U8V8S7	
A0A3U0CHU0	
A0A5W6Z551	
Q03449	
A0A605QJT0	
A0A3Y3ST30	
A0A564XNM1	
A0A631N7E0	
A0A5Z5YU87	
A0A5Y4VEK1	
A0A708G2B4	
A0A3Z1V4Z0	
A0A3U8KVB7	
A0A5Z6TRJ8	
A0A3Z1V5P1	
A0A0G3B7E2	
A0A701P197	
A0A714F1L9	
A0A3Z5UA46	
A0A3Y8ICZ3	
A0A3Y1BIM2	
A0A3Z7WH96	
A0A707NN96	
A0A736PZ01	
A0A5X7JXH7	
A0A701K0Z8	
A0A712W8Q7	
A0A4U8KYL0	
A0A710PYI6	
A0A636NC93	
A0A611Z1F2	
A0A6Y2TD04	
A0A707ZV27	
A0A3Y9IMB4	
A0A6Y4BYF9	
A0A564XS15	
A0A3Y3SPW8	
A0A3Z1VB64	
A0A716KV89	
A0A731A6A5	
A0A5Y4VEI8	
A0A707RBE4	
A0A708A886	
A0A3Y1BMS9	
A0A5Z8ABC8	
A0A701P0S4	
A0A706VFN6	
A0A603Z338	
A0A5Z6TMY3	
A0A707YQ32	
A0A5Y4VAA1	
A0A5Y4VH35	
A0A601Z351	
A0A767W0L2	
A0A707XIC1	
A0A606FYG8	
A0A609J0B0	
A0A0P0CMF4	
A0A708PIL5	
A0A708P4F6	
A0A714E3Y2	
A0A5X8F150	
A0A727S4E4	
A0A707HKV8	
A0A701IK94	
A0A708DGQ1	
A0A0G3B630	
A0A628YHE0	
A0A611UBH3	
A0A708ACM8	
A0A735ZQF2	
A0A5Z8AF84	
A0A639KQ03	
A0A3Z1V1F8	
A0A3Y8ICX2	
A0A6Y2PA08	
A0A708PCX7	
A0A707J9L8	
A0A742AZ62	
A0A626E5Z7	
A0A3Z1V5F2	
A0A742AZ17	
A0A701K250	
A0A708P8F2	
A0A707K1K4	
A0A713S2N1	
A0A706EQE7	
A0A708PVR5	
A0A3Z7WGD2	
A0A3U0CHF5	
A0A5Y4VAH3	
A0A648F2X2	
A0A5Z2ZBU0	
A0A706A3A8	
A0A710T8C9	
A0A5Y0KSD9	
B2DD33	
A0A5Z8ABQ9	
A0A736UWD6	
A0A708CMU9	
A0A736Q1Q5	
A0A708JA32	
A0A611VE39	
A0A708J806	
A0A627PH21	
A0A3Z7WBK2	
A0A077W494	
A0A706T3I8	
A0A5X0J0M1	
A0A707E3V5	
A0A707XMR9	
A0A5V6URR5	
A0A5W1JG90	
A0A5Y0RBU3	
A0A606G4R1	
A0A708PM90	
A0A707U7X0	
A0A385JKH6	
A0A708A0D7	
A0A3V0JBR1	
A0A701T6R2	
A0A5W6KUM2	
A0A620WC09	
A0A5H3WLN6	
A0A708KXY4	
A0A3Z1V9N8	
A0A6Y4C6S5	
A0A710HED2	
A0A707TTA2	
A0A635Q656	
A0A455ZJF8	
I6ZWA6	
A0A5V7GQ27	
A0A5T9Y8Z6	
A0A707XLP9	
A0A701KAI2	
A0A701P5R4	
A0A736PUG2	
A0A3Y4SM08	
A0A708DEJ4	
A0A708E776	
A0A701KGA4	
A0A0G3B462	
A0A4P3HFH3	
A0A5Y4VC99	
A0A706VRL3	
A0A714HZ56	
A0A5Y4VF32	
A0A701T021	
A0A3Z7WFD5	
A0A5X4LHB9	
A0A701P0K9	
A0A6Y3QI75	
A0A634WWH7	
A0A636PH65	
A0A3U0CS37	
A0A708BSD8	
V9SGK6	
A0A730NLV9	
A0A5X8CIM5	
A0A707SA20	
A0A741M6V7	
A0A5Y4V959	
A0A0H3VVU8	
A0A701NNC7	
A0A564XHY8	
A0A3Z1VCX1	
A0A632VGH5	
A0A740YBU3	
A0A708J8B0	
A0A3Z7WEI2	
A0A5Y4V782	
A0A707H369	
A0A714EIZ3	
A0A5Y4V5J8	
A0A701JY39	
A0A5V8KUU6	
A0A5Y4V8S2	
A0A606FYT5	
A0A736Q581	
G9CB84	
A0A5Z8APE7	
A0A3Z1VB08	
A0A710W161	
A0A707Z8Z9	
A0A709NW50	
A0A3Y4SFT8	
A0A740NU50	
A0A735Y199	
A0A701K908	
V9SFK2	
A0A5D3QPH5	
A0A635CIH1	
A0A5Y4V7X9	
A0A6Y4UQB7	
A0A5W7L6T5	
A0A6Y4C2S1	
A0A3Z6KJF5	
A0A5Y7C3Y3	
A0A708IZB4	
A0A735PAW1	
A0A611V8D0	
A0A701K6D6	
A0A5Y4V9N9	
A0A736PZV8	
A0A8A8SIB3	
A0A736Q213	
A0A3V7X848	
A0A8A8SIG7	
A0A714I6P8	
A0A3Z7JJ13	
A0A624BH86	
A0A736Q343	
A0A605QKH3	
A0A5H3W308	
A0A3U3FN76	
A0A3V4WUH8	
A0A708A6X2	
A0A3Y5YCX6	
A0A620W1J6	
G2HK95	
A0A622I3V1	
A0A7G4P1D1	
A0A629G222	
A0A3Y9YFG7	
A0A5Z8AHI2	
A0A023JAT8	
A0A5T4IQ61	
A0A3Y5UUP8	
A0A3Y1BQC6	
A0A3Y3SST4	
A0A622J8K0	
A0A603V593	
A0A5W6NGR5	
A0A701JB81	
A0A617CLK2	
A0A6Y2KZH6	
A0A5W2MIT9	
A0A708JAH0	
A0A3Z5T2C3	
Q5QJH8	
A0A5X8EXL6	
A0A3V6A6V6	
A0A5W5HIC5	
A0A5Y4VF26	
H9L4M4	
A0A709FAA5	
A0A708TSN1	
A0A715YIH1	
A0A713DXH1	
A0A626GIW1	
A0A5U0ED26	
A0A4P3HF62	
A0A730JYH8	
A0A5V6HZP1	
A0A708YZW2	
A0A6Y2XP62	
A0A706A6B8	
A0A5U8V6N3	
A0A5W2Q266	
A0A701K9P7	
A0A5Y0GXA8	
A0A3Z5STY2	
A0A736UR89	
A0A736PYR0	
A0A738CAL7	
A0A736PU38	
A0A5Y4VCR7	
A0A602U4L6	
A0A611AM52	
A0A730ZS11	
A0A702ACR4	
A0A5W8K478	
A0A3Y4XE51	
A0A5V7RN41	
A0A708C1K8	
A0A710LT05	
A0A708DG11	
A0A456A186	
A0A707UFV5	
A0A774MTX7	
A0A634AY56	
A0A708AJI7	
A0A3Z1VDE9	
A0A0G3B608	
A0A710VXT8	
A0A5Z8AH59	
A0A5Y4VAZ1	
A0A077W2Q8	
A0A3Z7WLE6	
A0A634QSJ4	
A0A5Y4VD90	
A0A708BSF8	
A0A708TJN2	
A0A701P8P2	
A0A3Z1V8R2	
A0A3U8I684	
A0A3V5ZYU1	
A0A702ARD7	
A0A5V6MNL9	
A0A708H4L0	
A0A701K7A4	
A0A708PRI3	
A0A5Z8AJI2	
A0A701K0R2	
A0A732R4H5	
A0A736PWC5	
A0A5W7L3A0	
A0A5U8V421	
A0A701P2F0	
A0A603M7D0	
A0A732VX08	
A0A5W6KQE0	
A0A5W1XGB0	
A0A708TCT6	
A0A5Z8AB46	
A0A707XJC8	
A0A618VWP3	
A0A701J749	
V9SFY3	
A0A6Y3MEC9	
A0A725EPV0	
A0A636DQX0	
A0A3Y8I5T5	
A0A710R0R7	
A0A734D2G9	
A0A701J783	
A0A707HYH4	
A0A4U8L0X9	
A0A705XKM4	
A0A611VCA3	
A0A707UR71	
A0A5Y4VG24	
A0A5Y4VF93	
A0A621QS13	
A0A731Z9T3	
A0A600BDP7	
A0A3T4A6Y4	
A0A735MMX8	
A0A707YFA1	
A0A638DCZ1	
A0A708A478	
A0A5Y4V8K9	
A0A611Q8A0	
A0A5V6HTG1	
A0A635CUM5	
A0A730ZSN0	
A0A708TEK4	
A0A600BN09	
A0A701KB93	
A0A3V2HMC2	
A0A5Y4V859	
A0A737Q705	
A0A5W7EZN7	
A0A631XI97	
A0A0G3B1U0	
A0A708PD57	
A0A701K425	
A0A5Y4V5T1	
A0A708PI62	
A0A701KMH0	
A0A6Y4IGM1	
A0A3V0JBS9	
A0A732YI81	
A0A620W5P5	
A0A3W0MP86	
A0A5Y4VJ11	
A0A5Y4VEL8	
A0A708TML3	
A0A3Y1BFJ5	
A0A5V7DYA0	
A0A701TD93	
A0A740UCP8	
A0A6Y2TBB6	
A0A5Z6MAX3	
A0A707UVQ9	
A0A611V2L7	
A0A6Y2KTN5	
A0A740S3N5	
A0A614PPY7	
A0A714ENG8	
A0A5Y4V6V4	
A0A735I5S1	
A0A751X694	
A0A635C930	
A0A5Y4V9G8	
A0A731VW05	
A0A740K1S0	
A0A708E2D2	
A0A5Z8ALZ4	
A0A0G3B8N0	
A0A3V6A095	
A0A701P404	
A0A735ZU63	
A0A708PHT4	
A0A701KB76	
A0A0H3VYQ8	
A0A730NM19	
A0A706NRD7	
A0A3Z9C139	
A0A3Y4SGN2	
A0A3Y4SHF9	
A0A631YDQ1	
A0A706BPR0	
A0A5V6B8L0	
A0A5Z6KBW0	
A0A708AFF6	
A0A5Y7C826	
A0A701P3S6	
A0A3Z7UWE9	
A0A6Y2ITZ4	
A0A740SH33	
A0A708D780	
A0A767SFN8	
A0A701P2E6	
A0A707YRS1	
A0A3Y4SIR8	
A0A708A6Z4	
A0A5Y4VG52	
A0A5Y4V9M9	
A0A3Z5ULI0	
A0A5V7WF20	
A0A736PV20	
A0A3U3FPK1	
A0A717R8G1	
A0A5V8A1W6	
A0A5X7KNC5	
A0A618Q9D8	
A0A706UG47	
A0A767XCL2	
A0A6Y2XJC4	
A0A3Y1BJA9	
A0A736Q0H3	
A0A3U3FJL9	
A0A709X2R1	
A0A708GQB4	
A0A5Z9G1K3	
A0A706K010	
A0A5Y4VDY5	
A0A4U8KB77	
A0A701K3E6	
A0A0A7D4V7	
A0A5V6ZDW4	
A0A706RPW9	
A0A730ZQ35	
A0A5Y4VBL0	
A0A5U8UW88	
A0A767SYF9	
A0A5W9HGQ2	
A0A3Y8I5U0	
A0A611V979	
A0A077W6I6	
A0A702PRD3	
A0A708XZA0	
A0A648F3E3	
A0A5W8KAA7	
A0A708AYY3	
A0A701K8Z1	
A0A736WI54	
A0A713VXQ9	
A0A3Z7WH40	
A0A0H3VWT6	
A0A634K387	
A0A701JXD0	
A0A3Y4XD30	
A0A708PFS7	
A0A701K633	
A0A704RX87	
A0A701T7M4	
A0A5Y4VD83	
A0A622HCU0	
A0A737W627	
A0A5Y0KU94	
A0A6Y2PBR5	
A0A730X9G5	
A0A3Y1BR97	
A0A620W5W9	
A0A707XJ73	
A0A707M5Q5	
A0A708T5W4	
A0A5Y0P6H4	
A0A707XFZ8	
A0A5W8EKJ0	
A0A728NHW4	
A0A701P8B2	
A0A5Y4VD23	
A0A3Y8IDZ2	
A0A735ZLI7	
A0A708PLX8	
A0A5Y4VD77	
A0A708DGP7	
A0A5X4HU22	
A0A714A104	
A0A3Z7JFH7	
A0A707PGR5	
A0A706FS92	
A0A701JZH3	
A0A708TLC2	
A0A5W6Z4V8	
A0A701LLE6	
A0A5V6FAT4	
A0A708PAU5	
A0A603M648	
A0A731QST8	
A0A3Y3F9N8	
A0A734MKR2	
A0A5W9UBC4	
A0A708PXR0	
A0A701K1M6	
A0A708ADM2	
A0A708VLY3	
A0A701TCK2	
A0A5Y4V5W9	
A0A714FKX0	
A0A5Y4V9H0	
A0A734AGI1	
A0A708PJQ9	
A0A715YIF1	
A0A708D3G3	
A0A620W9X3	
A0A709FIQ5	
B4F4G7	
A0A5V7SDC6	
A0A648F2G3	
A0A710DSH1	
A0A5W1N6C9	
A0A632VDU7	
A0A5Y4V9E2	
A0A706ERS3	
A0A077W2V0	
A0A709HS91	
A0A731VLQ1	
A0A5Z8AJP1	
A0A3Z1VA97	
A0A5Y0GTP4	
A0A5Y4VCL0	
A0A607JRQ1	
A0A626E5K6	
A0A481S917	
A0A707Z0C9	
A0A345WZP2	
A0A708PD94	
A0A5Y4V915	
A0A3Z1V136	
A0A708BXI0	
A0A707HRJ3	
A0A701KC74	
A0A713XEK3	
A0A701P4U6	
A0A701TC47	
A0A708TQD3	
A0A736V2V8	
A0A710H5J1	
A0A701K8S4	
A0A617M6J6	
A0A711ACJ6	
A0A6Y4C757	
A0A706RLP2	
A0A5W2GRY7	
A0A5X9QN95	
A0A3V6RMS5	
A0A3V6A424	
A0A5Z8AC05	
V9SGM7	
A0A5Y4VBH0	
A0A603KBI3	
A0A730D1Q7	
A0A702API0	
A0A5X6SRF2	
A0A632VI97	
A0A701JWE3	
A0A606G2B1	
A0A701T4E7	
A0A6Y2T5C1	
A0A701JXV1	
A0A701X2H9	
A0A713PPT5	
A0A701P7P8	
A0A5V7SB23	
A0A5Z2ZMA5	
A0A647APK1	
A0A701P3U2	
A0A767XCE2	
A0A736Q026	
A0A6Y4C760	
A0A736SUA6	
A0A3V3BVD5	
A0A0N7IQJ2	
A0A708PG23	
A0A708ZUJ8	
A0A701JVJ3	
A0A736Q9Z9	
A0A733YQD6	
A0A706ZJW2	
A0A5W1NBZ5	
A0A5Z8ACF8	
A0A708A7X8	
A0A736US27	
A0A077W3R1	
A0A615FF28	
A0A714ERA5	
A0A631L0I5	
A0A740NVB5	
A0A3Y3SQG6	
A0A5X6SS57	
A0A734DS09	
A0A5Z5YU76	
A0A564XTX6	
A0A647AP51	
A0A3Y8I3W7	
A0A5V9DWA7	
A0A708E6L9	
A0A3Z1VC85	
A0A701KBT8	
A0A708E165	
A0A707XK66	
M4HQ88	
A0A611PZW7	
A0A5X1IL36	
A0A5X3FEU3	
A0A707U2N4	
A0A3Z1V1F3	
A0A736V0K6	
A0A5Y4VBR9	
A0A3Y1BHB8	
A0A708BS83	
A0A708A2K1	
A0A3Y8I999	
A0A635FSJ8	
Q9F169	
A0A767UNT3	
B4F4F2	
A0A731MHD4	
A0A714F3W2	
A0A707ZK88	
A0A708J7J3	
A0A701T2F7	
A0A3Z6K9K3	
A0A611S7F2	
A0A3Z1V3Q4	
A0A706S095	
A0A731W3V4	
A0A707YTW4	
A0A701JZR2	
A0A5Y4V8A4	
A0A3Z7WM25	
A0A708PPK8	
A0A3Z7URZ7	
A0A5Y4V9U7	
A0A611CVV5	
A0A707SJT4	
A0A767U3S2	
A0A5Y4VD54	
A0A701JYD3	
A0A707KSX4	
A0A6X8VKR0	
A0A5Y4VIJ1	
A0A737ZZ58	
A0A708D4X7	
A0A6Y2PAZ9	
A0A730ZPW3	
A0A708TC13	
A0A600BSR7	
A0A708E7L9	
A0A702A7F5	
A0A564XQA1	
A0A736UT99	
Q5QJQ6	
A0A5W4AHK1	
A0A708D1Z8	
A0A706BHR1	
A0A707KRD2	
A0A706UPE3	
A0A6Y2PEJ1	
A0A5W3T1Z5	
A0A736Q244	
A0A5D3R9C8	
A0A5Z8AGT3	
A0A728NLP7	
A0A385JL69	
A0A701KBS6	
A0A5X8VXV1	
A0A3Z7WNW7	
A0A624BE70	
A0A701P292	
A0A708TIM3	
A0A701SYG9	
A0A5Y7C4D6	
A0A708E3I2	
A0A708AAA3	
A0A736W4T3	
A0A5Y4VC33	
A0A714I417	
A0A6Y6EIT8	
A0A5Y4VCZ5	
A0A729M825	
A0A5W3SIV3	
A0A709L3J2	
A0A3U0CIX2	
A0A706IL82	
A0A648F3I7	
A0A5Z6KFZ9	
A0A742E7R9	
A0A702EYG1	
A0A635JH50	
A0A701H3L4	
A0A4U8KMR1	
A0A5Y4VBV9	
A0A708PTB4	
A0A5Y4V863	
A0A707QN64	
A0A736UQ12	
A0A5W9I291	
A0A5Y4VD29	
A0A626F853	
A0A638S5Y0	
A0A708J593	
A0A710KTF8	
A0A4U8KNH5	
A0A701JY15	
A0A701LEZ4	
A0A626E7L3	
A0A734J3Z3	
A0A735TX24	
A0A3U3FN52	
A0A5W8XUE3	
A0A708C1X1	
A0A5V8SR34	
A0A736UTA2	
A0A605QK02	
A0A5W1N9R3	
A0A3Z7WBN1	
A0A3Z1VCE7	
A0A736UZP8	
A0A0A7CVJ7	
A0A706EPA5	
A0A736Q072	
A0A5V8WGS4	
A0A610W994	
A0A611INQ8	
A0A140CUK5	
A0A767XH21	
A0A3U8I0K6	
A0A5W9GSH8	
A0A708D6Z3	
A0A5Z6M9T2	
A0A620W626	
A0A611XTF7	
A0A5Y4V914	
A0A5Y7BX26	
A0A714I3Y2	
A0A706ZCH0	
A0A602C7P1	
A0A704RS02	
A0A3V4X0B1	
A0A617CMZ4	
A0A3V6N377	
A0A709YPF7	
A0A731VWJ7	
A0A5X3FDP5	
A0A708IWN5	
A0A701MNZ1	
A0A731VKZ4	
A0A3U8HZY9	
A0A5W8K448	
A0A5Z9X129	
A0A3Y1BFI2	
A0A631KZ46	
A0A701K9B1	
A0A736V0H4	
A0A707XAX4	
A0A728S5L4	
A0A736V3B1	
A0A714F155	
A0A710FX43	
A0A3Z7WC41	
A0A731YPA6	
A0A3Y4SI41	
A0A741XZV2	
A0A706GBZ5	
A0A636YQJ1	
A0A5Y4VDC9	
A0A736Q199	
A0A3Z7WN02	
A0A3Z1V0E2	
A0A701K8J3	
A0A701JWG3	
A0A737ZU59	
A0A736Q9V1	
A0A5W6NLL8	
A0A611U6Q3	
A0A5V6EY87	
A0A707PMZ3	
A0A5Y4VFR5	
A0A706KR17	
A0A484WYD0	
A0A443ZXU9	
G9CAR5	
A0A706AQ77	
A0A603ZGK0	
A0A5Y4VCF6	
A0A735WZ29	
A0A701T4A9	
A0A6X7WHK7	
A0A609IZU6	
A0A701TCE4	
A0A5Z2USL1	
A0A5V8M4W7	
A0A5D3QZL8	
A0A707HSX1	
A0A5Z8AMS5	
A0A710ZIX8	
A0A5Y4VH10	
A0A702PP17	
A0A706LZI2	
A0A4U8KMA7	
A0A736Q8M6	
A0A4U8KVS1	
A0A605QI00	
A0A611DI74	
A0A707G7V9	
A0A5W7DFF4	
A0A3Z9C202	
A0A0P0BV11	
A0A3Z1V7E9	
A0A3Z7JLX8	
A0A707XPW6	
A0A0B7J6Y4	
A0A3Y9YSA0	
A0A709JJW7	
A0A600FS12	
A0A6Y4C770	
A0A701P2Y3	
A0A701P1P0	
A0A3Z5SYH5	
A0A707XE56	
A0A616GUR2	
A0A701LMT9	
A0A610B833	
A0A709GRP8	
A0A727M8C2	
A0A701P2E8	
A0A716L789	
A0A5X1UZM9	
A0A5X1CPG3	
A0A6Y4C753	
A0A701CNB3	
A0A5V7SJ19	
A0A3Y4XBS2	
A0A736Q283	
A0A708P2J2	
A0A706J4N2	
A0A731YZ40	
A0A731VVN5	
A0A3Z1V569	
A0A3Z1V823	
A0A714BK79	
A0A3U5FKA6	
A0A5W1QEA9	
A0A5V7WQ44	
A0A707XLZ5	
A0A701CYC1	
A0A5W5IJD4	
A0A5Y4VB83	
A0A701K336	
A0A708E2C0	
A0A708E035	
A0A5W2JYP8	
A0A731UIJ6	
A0A5X8EZW1	
A0A710IB40	
A0A3U3FFL5	
A0A708NFC5	
A0A3Y8I4W3	
Q5QJN2	
A0A714I919	
A0A3Y1BRD7	
A0A5W9S4Q2	
A0A0A7D602	
A0A714I3C1	
A0A5Y8ER44	
A0A622I487	
A0A620WRC9	
A0A5W3QN58	
A0A708DZ51	
A0A3Y4SHX5	
A0A5X6SXV8	
A0A705XNY5	
A0A5Z8AF83	
A0A732NWE1	
A0A713SDA9	
A0A3Y3SL62	
A0A5X1WLN0	
A0A5A8BQL2	
A0A706EQF8	
A0A3Z6KM47	
A0A714I2J6	
A0A6Y2IVF9	
A0A5Y4VG99	
A0A706WX88	
G9CA77	
A0A6Y2T6E8	
A0A3V4WZI5	
A0A3Y1BRG6	
A0A5Y4VHA0	
A0A767RZ76	
A0A606FXR1	
A0A701NQ36	
A0A767XZT3	
A0A707HLW5	
A0A708TFH9	
A0A708DZQ8	
A0A3Y9YTE1	
A0A0H3VX61	
A0A701P0U5	
A0A5Y4VFD1	
A0A5W5ZQG1	
A0A734DF77	
A0A701KAY2	
A0A741M4A5	
A0A708TSF2	
A0A701H3W7	
A0A3Z7V213	
A0A3Z1V1S2	
A0A3Z1V2D4	
A0A5W1PUF9	
A0A701P7X3	
A0A727UZ79	
A0A735ZYM2	
A0A709GI81	
A0A3W0MR58	
